ID,Name,Age,Gender,City,Country,CreditCard,FullAddress,UserSignUpDate,UserLastPurchaseDate,UserStatus,UserTotalPurchases,UserSegment,UserLocation,UserSourceType,UserLastLoginDate,UserPurchaseFrequency,ProductName,Category,Subcategory,Price,DatePurchase,Quantity,Rating,Comment
117,Melissa Cook,19,F,Lake Julia,Malaysia,2240565906800683,546 Meagan Drives Apt. 241; East Robert; WA 61464,2022-09-24,2022-11-24,Churned,13,High Value,Aprilfurt,Referral,2023-02-13,Yearly,SofaPlus,Furniture,Sofa,896,2023-08-12,4,0,Half manage heavy region official.
1211,Dennis Williams,62,F,Lake Kristine,Mozambique,5287544982096430,792 Shepard Viaduct; West Rebecca; NC 39651,2023-01-24,2023-07-26,Active,1,Occasional Shopper,Mccarthybury,Organic Search,2023-08-04,Yearly,PhoneMaster,Electronics,Phone,-50,2023-02-13,5,6,Month town time who network.
673,Laura Randolph,3,M,Lake John,Falkland Islands (Malvinas),2326264416949266,138 Burch View; Port Rebeccaville; GA 97978,2022-06-21,2023-04-26,Churned,13,High Value,West Rachel,Organic Search,2023-05-27,Yearly,TastyBeverages,Grocery,Beverages,-78,2023-07-31,-4,0,Year leg company other for she financial.
249,Robin Franco MD,150,M,Garystad,Mexico,2288339008491913,91841 Hernandez Drive Suite 477; North Chelseyside; VI 55337,2021-11-18,2021-12-23,Churned,13,High Value,Townsendfort,Organic Search,2022-12-24,Rarely,SofaPlus,Furniture,Sofa,-28,2023-08-25,5,1,Other participant order include age piece might.
1093,Robert Brown,61,F,Wernerborough,Vanuatu,2233912136000370,0110 April Burgs Suite 897; Harrisonland; NE 04997,2022-09-08,2023-02-16,Churned,12,High Value,Harrisonville,Organic Search,2023-03-12,Yearly,FictionGuide,Books,Fiction,-31,2023-02-22,-1,4,Public different ball sea.
1079,Shawn Romero,-4,F,New Jack,Netherlands,2267758347677848,540 Rachel Shore Suite 309; Barnettberg; DE 34341,2023-07-30,2023-08-07,Active,4,Occasional Shopper,Lanemouth,Organic Search,2023-08-16,Monthly,SofaPlus,Furniture,Sofa,-62,2020-11-09,-4,0,Range involve different you much.
71,Laura Woods MD,150,M,Petersfurt,Saint Helena,2257778838688890,7118 William Curve Apt. 999; Reginaton; GU 36798,2022-08-24,2022-09-11,Churned,15,High Value,North Shawnmouth,Referral,2023-04-07,Yearly,FreshSnacks,Grocery,Snacks,-29,2021-07-12,0,-1,Science turn find decision anyone poor.
94,Brian Sanchez,150,F,Ayalaview,Saint Lucia,2275468314938484,885 John Avenue Apt. 551; Jamestown; AK 84199,2022-11-07,2023-08-19,Active,4,Occasional Shopper,Maryfort,Referral,2023-08-24,Monthly,MegaSpeaker,Electronics,Speaker,-6,2021-05-10,-3,1,Even arrive meeting wish though high.
847,Robin Sampson,1,M,Keithhaven,Azerbaijan,2718724271259727,41315 Smith Shores Suite 254; Lake Joel; CO 40326,2022-06-12,2023-07-09,Active,7,Frequent Shopper,Johnland,Organic Search,2023-07-30,Yearly,ComfortTable,Furniture,Table,-40,2023-08-17,6,5,Expect no finish citizen since effect send though.
33,Frank Pena,11,F,Shellymouth,Mali,2668054659135269,6608 Moody Cove; Port Joshua; RI 77593,2023-06-25,2023-08-07,Active,6,Frequent Shopper,Kendratown,Organic Search,2023-08-07,Monthly,FictionTales,Books,Fiction,422,2023-05-17,-2,2,View foreign so break student leave Republican.
1100,Renee Gonzalez,150,F,Lake Jaredtown,Syrian Arab Republic,2358244960620449,179 Stephanie Keys Apt. 504; Lopezton; CO 27180,2022-12-28,2023-05-31,Active,10,Frequent Shopper,North Christopher,Referral,2023-06-17,Yearly,,Electronics,Phone,-5,2021-06-22,8,6,Lead man write special few.
448,Martin Barron,-2,M,North Juan,Brunei Darussalam,2650886726007702,734 Barry Way; Melaniemouth; NM 62833,2021-11-19,2022-12-10,Churned,13,High Value,South Dylan,Organic Search,2023-05-09,Yearly,LaptopPro,Electronics,Laptop,-14,2022-01-07,-1,5,Hair keep ten season doctor song debate.
445,Tamara Mills,2,F,Oconnorfort,Turks and Caicos Islands,5327767960293743,USS Huff; FPO AP 29898,2021-11-06,2022-09-15,Churned,9,Frequent Shopper,Port Edwardton,Referral,2022-12-29,Yearly,UltraLaptop,Electronics,Laptop,97,2022-04-04,-3,0,Consider single number good.
771,Suzanne Frazier,150,M,Sarahhaven,Algeria,2353161602772666,97668 Cathy Haven Suite 146; Lake Nicole; CA 44957,2021-10-22,2022-06-06,Churned,15,High Value,Monroemouth,Paid Ads,2022-11-11,Rarely,PantsWear,Clothing,Pants,-53,2020-12-05,6,4,Time wall require time assume or ever.
716,Sherry Buckley,-3,M,South Ashley,Papua New Guinea,2654297292778732,99841 Woods Vista; Lake Donnaview; MS 04979,2023-02-09,2023-05-09,Churned,5,Occasional Shopper,Brookeburgh,Organic Search,2023-06-02,Yearly,SofaDeluxe,Furniture,Sofa,-6,2023-03-19,3,2,Hand never improve walk.
886,John Hill,67,M,North Melissa,Bouvet Island (Bouvetoya),2574568028050282,373 Pierce Mews Suite 095; Kathrynside; MT 16283,2021-12-14,2022-12-28,Churned,6,Frequent Shopper,Port Sarahburgh,Paid Ads,2023-07-05,Yearly,VegetablesBurst,Grocery,Vegetables,-24,2022-06-22,4,4,Voice surface guy.
1244,Christine Jarvis,150,M,Hortonview,Western Sahara,2289510680619661,6981 Thompson Land Suite 699; Bryantburgh; TX 16456,2021-10-31,2022-04-29,Churned,7,Frequent Shopper,West Jason,Paid Ads,2023-04-04,Rarely,The Art of Non-fiction,Books,Non-fiction,772,2023-07-17,0,3,But capital nature despite own.
900,Crystal Mckay,150,M,South Christopher,Syrian Arab Republic,2720714692859946,01015 Anthony Village Apt. 833; Pittsmouth; PR 02942,2021-09-07,2022-06-09,Churned,14,High Value,Mosleyhaven,Referral,2023-01-10,Rarely,,Clothing,Pants,436,2023-04-08,-3,6,Lawyer why cultural despite make standard.
1035,Donna Villa,1,F,East Isaiahhaven,Congo,2282879907004875,6784 Vasquez Junction Apt. 537; Johnsland; NY 33424,2023-07-04,2023-07-16,Active,14,High Value,East Nicole,Organic Search,2023-07-19,Yearly,JacketWear,Clothing,Jacket,-74,2021-11-30,-5,-1,Nothing leader international itself manage.
77,Martha Wright,32,F,East Saraberg,Cayman Islands,2229716396154769,45695 Cortez Route Apt. 786; Porterview; MA 70362,2022-10-08,2023-04-14,Churned,4,Occasional Shopper,East Marytown,Paid Ads,2023-07-04,Yearly,ProJacket,Clothing,Jacket,-2,2022-08-05,-1,4,Animal international only both.
84,Laura Lowe,57,F,Byrdberg,Guam,2324064521716648,99324 Bruce Mountains; Galvanhaven; KY 46824,2022-05-16,2022-11-05,Churned,12,High Value,Lake Pamela,Organic Search,2023-02-02,Yearly,The Art of Educational,Books,Educational,-72,2021-11-03,-5,6,Start clear company already economic act consumer.
834,Joshua Anderson,30,M,Frankport,Greenland,2720716737508354,1014 Wright Circles Apt. 089; New Justinburgh; PA 21554,2023-08-25,2023-08-25,Active,13,High Value,Smithstad,Organic Search,2023-08-25,Monthly,FictionTales,Books,Fiction,332,2021-09-17,-1,6,Practice effect note guy everybody.
82,Adam Woods,150,F,Nicholasmouth,Liberia,5323295217659031,691 Brandon Radial Apt. 991; New Thomasmouth; KS 42714,2021-09-24,2022-08-23,Churned,11,High Value,Matthewton,Organic Search,2022-11-26,Rarely,MegaPhone,Electronics,Phone,132,2022-06-20,10,1,Own say purpose.
457,Mitchell Smith,5,F,North Michaelmouth,Slovakia (Slovak Republic),2454168755643303,9865 Sherri Streets Apt. 196; Amandatown; SC 13547,2022-10-06,2023-05-05,Churned,6,Frequent Shopper,Lake Davidview,Organic Search,2023-05-28,Yearly,PhoneMaster,Electronics,Phone,206,2021-06-08,-2,1,Student new final hard three.
918,Ann Hudson,-3,M,Drakeburgh,Turkmenistan,5572520580256430,923 Valdez Locks Suite 891; Donaldsonfort; MS 00619,2022-10-14,2023-01-11,Churned,11,High Value,West Johnchester,Referral,2023-01-14,Yearly,EducationalGuide,Books,Educational,-89,2023-03-11,-1,3,Rise offer out door news away.
676,Paige Morrison,40,F,East John,San Marino,2231998548107046,2762 Karen Manors; Millerchester; KS 16281,2022-09-26,2023-02-01,Churned,15,High Value,West Donnastad,Referral,2023-08-06,Yearly,EducationalGuide,Books,Educational,-98,2020-09-10,0,0,Physical military approach Democrat beat year accept go.
984,James Davis,150,M,Raymondview,North Macedonia,2711667433573971,2822 Irwin Via Apt. 577; West Ryan; NV 73221,2022-07-12,2023-02-02,Churned,10,Frequent Shopper,Jacksonbury,Referral,2023-03-25,Yearly,FictionTales,Books,Fiction,877,2022-09-24,5,0,Me usually research nor community admit.
1239,Julia French,4,M,Lindaland,Montenegro,2700012953571589,77576 Williams Rest; South Michael; FL 80817,2023-03-06,2023-06-14,Active,4,Occasional Shopper,Sextonville,Paid Ads,2023-07-06,Yearly,PhoneMaster,Electronics,Phone,155,2022-12-04,-4,1,She rock international board rise person.
436,Nathan Pitts,150,F,Georgeview,Iran,2298225216257246,177 Jennifer Run; Russoside; ME 67119,2022-01-09,2022-06-06,Churned,12,High Value,Collinsburgh,Paid Ads,2022-11-18,Rarely,JacketFits,Clothing,Jacket,-35,2021-08-23,2,3,Paper author ready weight far.
770,Angela Quinn,28,M,West Philiphaven,Uruguay,5249375854805005,USNS Clark; FPO AA 18948,2023-03-05,2023-08-08,Active,9,Frequent Shopper,North Jamesburgh,Paid Ads,2023-08-22,Monthly,LaptopMaster,Electronics,Laptop,180,2021-12-04,1,0,Meet write human heart manage near.
644,Eric Daniels,92,F,Barnesview,Chile,2715740076241176,47776 Kathleen Place; Tracyfurt; GU 64244,2022-10-23,2023-06-24,Active,4,Occasional Shopper,Ericside,Paid Ads,2023-06-27,Yearly,The Art of Educational,Books,Educational,28,2023-01-21,-4,0,Happen our discuss face present forward television.
1119,Robert Williams,150,F,North Marcia,Nicaragua,2226116078116082,7930 Abbott Greens; West Nicholasstad; MA 93733,2022-02-19,2023-04-24,Churned,13,High Value,North Jeffery,Referral,2023-07-22,Yearly,The Art of Fiction,Books,Fiction,-22,2020-11-25,-1,6,Operation common play all director.
905,Eric Mclean,150,F,East Bryan,Saint Martin,2720642833320371,8300 Sue Route; New Justin; CO 95499,2022-12-24,2023-05-05,Churned,2,Occasional Shopper,Montgomeryfort,Organic Search,2023-08-23,Yearly,ComfortSofa,Furniture,Sofa,-52,2022-05-03,1,4,Discuss set husband language would.
1193,Joshua Melendez,39,M,West Joelport,Trinidad and Tobago,2711928300234497,970 Veronica Crossroad; South Kennethview; MH 68193,2023-08-22,2023-08-25,Active,13,High Value,Austinchester,Paid Ads,2023-08-25,Monthly,LaptopPro,Electronics,Laptop,-54,2020-09-08,7,2,Purpose voice senior future green act cut.
404,Randy Jackson,-5,F,South Renee,Heard Island and McDonald Islands,5372406991445915,01226 Morales Shore Suite 537; South Travis; KS 69924,2021-12-15,2022-12-30,Churned,3,Occasional Shopper,East Anneberg,Paid Ads,2023-05-01,Yearly,FreshSnacks,Grocery,Snacks,-2,2021-03-04,10,2,Pattern decade ground bit capital sing.
1303,Eileen Downs,0,F,Garciaberg,Iran,5178681982397608,475 Ramsey Hollow Apt. 938; West Cherylton; MT 98894,2023-07-12,2023-08-05,Active,3,Occasional Shopper,South Lance,Paid Ads,2023-08-12,Monthly,FictionGuide,Books,Fiction,899,2021-07-09,1,5,Much benefit example staff all white matter pick.
933,Christina Andrews,-3,M,Brianborough,Belarus,2579952129853619,46378 Walker Union Apt. 264; Anthonytown; SD 42857,2021-11-11,2022-01-21,Churned,14,High Value,Michaelmouth,Paid Ads,2022-05-03,Rarely,ShirtFits,Clothing,Shirt,-45,2021-09-25,-2,4,Data attention available marriage weight us.
1485,Rebecca Thompson,-5,M,West Cynthiaport,Saint Barthelemy,5550623034327983,0133 Robinson Plaza; Lake Robinstad; NJ 09636,2022-08-22,2023-07-26,Active,9,Frequent Shopper,East William,Organic Search,2023-08-07,Yearly,FictionGuide,Books,Fiction,-86,2020-12-28,6,4,Idea short kind rich religious.
104,Marie Ray,90,F,Benjaminmouth,Myanmar,5447850907412108,USNS Mcneil; FPO AP 42838,2022-08-18,2023-06-02,Active,5,Occasional Shopper,Lewisstad,Referral,2023-06-30,Yearly,Non-fictionGuide,Books,Non-fiction,-57,2021-09-25,-5,4,Determine quite top position end experience home.
609,David Underwood,4,F,Amyland,Malaysia,2409967192886045,4028 Lori Lodge; Cherylton; LA 51371,2023-01-10,2023-04-17,Churned,1,Occasional Shopper,Reneemouth,Referral,2023-07-10,Yearly,SnacksBurst,Grocery,Snacks,-68,2022-06-29,3,6,Tree property him ready prevent travel weight green.
1455,Benjamin Garcia,150,F,Tylerfurt,Rwanda,2720708482227686,2690 Harris Ports; West Eric; MP 16934,2022-12-02,2022-12-18,Churned,11,High Value,Paulville,Referral,2023-03-03,Yearly,PhoneMaster,Electronics,Phone,397,2022-03-03,-5,3,Close couple million someone.
688,Travis Schultz,66,M,New Melodyport,Nauru,2252207003367507,USNS Hall; FPO AP 60696,2022-08-08,2023-06-20,Active,15,High Value,Port Audrey,Organic Search,2023-08-08,Yearly,TastyBeverages,Grocery,Beverages,-23,2021-03-14,9,5,Home available however book.
948,Christopher Bell,150,M,West Craig,Palestinian Territory,2248745389909381,20707 Clark Camp Suite 729; West Annborough; WI 96514,2021-10-06,2023-08-18,Active,6,Frequent Shopper,New Cindy,Organic Search,2023-08-21,Monthly,ShirtFits,Clothing,Shirt,-3,2023-06-23,10,3,Last since risk from.
931,Christine Mathews,150,F,Tonychester,San Marino,5398051342935139,94699 Monica Route; Marcusberg; AS 28100,2022-04-30,2023-04-20,Churned,4,Occasional Shopper,North Sarahshire,Referral,2023-05-13,Yearly,UltraSpeaker,Electronics,Speaker,656,2020-12-09,-1,-1,He agent clear under.
62,Matthew Cardenas,150,F,Port Robertbury,Cuba,5582196663026673,05614 Lisa Glen Apt. 661; Lake Tracyborough; VI 76574,2023-01-23,2023-06-13,Active,13,High Value,West Clintonhaven,Paid Ads,2023-06-22,Yearly,LaptopMaster,Electronics,Laptop,-95,2021-02-05,-2,2,Indicate television hit others song lose.
281,Tammy Neal,-3,F,Glendamouth,Japan,2619146869939306,3395 Nunez Summit Apt. 048; Port Ginaland; NE 38011,2021-12-25,2023-01-16,Churned,4,Occasional Shopper,Port Ryan,Paid Ads,2023-06-03,Yearly,JacketFits,Clothing,Jacket,507,2021-12-05,5,0,Information up early upon thought shake.
778,April Duran,150,M,New Carlosberg,Mozambique,2243137770421801,790 Lori Mill; Jonesburgh; DE 20277,2022-10-31,2022-12-20,Churned,10,Frequent Shopper,Davidsontown,Paid Ads,2023-07-26,Yearly,FreshBeverages,Grocery,Beverages,-61,2023-01-28,5,1,Administration not similar food leg feel.
1393,Timothy Robinson MD,-3,F,Brianmouth,Belarus,2279663884859765,985 Brent Ranch Apt. 682; New Amandaside; ID 83986,2022-03-31,2022-07-13,Churned,5,Occasional Shopper,Lake Megan,Paid Ads,2022-12-29,Rarely,FreshVegetables,Grocery,Vegetables,-46,2021-04-04,2,1,Doctor card particularly those everyone general role.
238,Gregory Mitchell,150,M,South Vanessa,Sudan,5492984097621287,4148 Rose Estates Suite 643; Rachelmouth; GA 35555,2021-12-20,2022-06-17,Churned,6,Frequent Shopper,Jennaburgh,Organic Search,2023-06-20,Rarely,FreshSnacks,Grocery,Snacks,71,2020-12-25,0,6,Close billion that international.
223,Rebecca Young,42,F,Owensview,Brunei Darussalam,2720382629223642,292 Mills Coves; South Ashleyfurt; HI 63525,2023-05-26,2023-06-24,Active,2,Occasional Shopper,Lake Timothyfurt,Organic Search,2023-08-21,Yearly,TablePlus,Furniture,Table,-34,2023-02-26,1,6,Baby growth everyone than true.
145,Stacey Coleman,150,F,Jefferyfort,Turkmenistan,5384989678846188,50637 Brooks Drives Suite 454; Lake Jasonview; AR 73663,2021-10-10,2022-03-12,Churned,2,Occasional Shopper,Kellytown,Paid Ads,2022-11-08,Rarely,ComfortTable,Furniture,Table,-48,2023-06-25,-1,5,Good support national.
1398,Shelia Hays,27,M,Lake Jodi,Nigeria,2706175923663176,5990 Crawford Flats Suite 532; North Melissaborough; WA 83779,2021-12-10,2023-08-04,Active,1,Occasional Shopper,North Tylerton,Referral,2023-08-25,Monthly,FictionGuide,Books,Fiction,174,2023-01-14,-4,0,Practice win consider score without side well relationship.
373,Donna Andersen,-2,F,Kennethville,Norfolk Island,5327239143205861,3660 Richard Creek Suite 468; Millershire; GU 47495,2021-12-11,2022-07-15,Churned,13,High Value,South Kellyburgh,Organic Search,2022-08-08,Rarely,UltraLaptop,Electronics,Laptop,-33,2021-04-29,-5,0,Much everyone whether.
1228,Bethany Lynch,81,F,South Stephanieshire,Martinique,2426724429479493,0927 Kimberly Pike Apt. 040; Port Brandi; NJ 75759,2021-11-12,2023-08-03,Active,7,Frequent Shopper,Lake Lisa,Organic Search,2023-08-10,Monthly,VegetablesBurst,Grocery,Vegetables,411,2022-04-02,-5,6,Base from course indicate.
118,Heather Hodge,-1,F,North Natalie,Guadeloupe,2450733341993597,2561 Thompson Street Suite 703; Jonesshire; MA 90426,2022-06-26,2022-07-15,Churned,6,Frequent Shopper,New Thomasmouth,Paid Ads,2022-10-25,Rarely,SofaPlus,Furniture,Sofa,850,2023-02-20,-4,6,After last call environment even TV.
1166,Anthony Ramos,1,M,Melissashire,French Guiana,5221205660298669,8426 Gonzalez Brooks Suite 396; Zimmermanshire; HI 29075,2023-02-12,2023-02-18,Churned,4,Occasional Shopper,Masonburgh,Referral,2023-05-01,Yearly,ProPants,Clothing,Pants,406,2021-03-10,8,-1,Especially could some gun education knowledge.
250,Melissa Warren,2,M,Jenniferborough,Equatorial Guinea,2222360534909185,8815 Burton Station; West Andrea; PW 73021,2022-04-23,2023-01-07,Churned,4,Occasional Shopper,Port Monique,Organic Search,2023-07-14,Yearly,SpeakerPro,Electronics,Speaker,222,2022-04-11,-2,1,Space American even tax central feeling Congress.
1444,Joe Tran,84,M,Patrickton,Venezuela,2711899168938828,PSC 1040; Box 0974; APO AE 00876,2023-08-02,2023-08-19,Active,6,Frequent Shopper,Port Teresa,Referral,2023-08-20,Monthly,ChairDeluxe,Furniture,Chair,568,2021-12-09,6,4,Indeed because run section few human million.
1022,Rita Smith,69,M,Michaeltown,Montenegro,2281597111630480,429 Wright Views; Jennafort; OR 11414,2023-01-13,2023-06-11,Active,9,Frequent Shopper,Brownmouth,Paid Ads,2023-07-08,Yearly,SofaPlus,Furniture,Sofa,422,2022-05-27,-3,-1,Finish team stand every.
9,Alicia French,150,M,Port Danielland,Comoros,2417156304472502,199 Steven Burg Suite 236; New Karenburgh; IA 85260,2022-01-10,2023-01-21,Churned,1,Occasional Shopper,Palmerfort,Paid Ads,2023-07-17,Yearly,VegetablesBurst,Grocery,Vegetables,793,2023-01-22,-5,1,Meet politics decision.
449,Thomas Mcbride,150,F,South Michaelmouth,Tuvalu,2260027965432432,202 Ann Shores; Port Adam; PA 87104,2023-06-15,2023-08-19,Active,8,Frequent Shopper,New Amanda,Referral,2023-08-20,Monthly,EducationalGuide,Books,Educational,-77,2023-05-07,-3,5,Research have over.
882,Erik Roberts,150,F,Port Paulfurt,United States Virgin Islands,2705176166721409,41592 Janice Cove Apt. 330; Markton; IL 18462,2022-11-23,2023-02-01,Churned,9,Frequent Shopper,Masonshire,Paid Ads,2023-05-23,Yearly,BeveragesBurst,Grocery,Beverages,534,2023-01-30,10,1,Themselves together significant nature ok every.
708,Mrs. Martha Gonzalez,30,F,East Lesliechester,Jersey,2223165691690174,71202 Stewart Port Apt. 360; South Donnaport; OH 45677,2022-10-27,2023-05-10,Churned,2,Occasional Shopper,North Charles,Organic Search,2023-06-09,Yearly,ComfortTable,Furniture,Table,504,2020-12-30,2,4,Benefit give charge message surface.
255,William Griffin,150,F,Atkinsonview,South Georgia and the South Sandwich Islands,5565890870828829,3595 Ronald Freeway; Weberchester; NV 76516,2021-10-02,2022-02-28,Churned,6,Frequent Shopper,Kellymouth,Organic Search,2022-09-25,Rarely,FreshSnacks,Grocery,Snacks,-59,2022-04-23,-2,2,Actually help especially time record believe machine.
593,Michael Holloway,-4,M,New Henryhaven,Myanmar,2265732327943647,77209 Rachel Prairie Apt. 790; Cuevasborough; NH 06031,2022-05-16,2022-12-17,Churned,14,High Value,Jacksonchester,Organic Search,2023-08-14,Yearly,PantsFits,Clothing,Pants,90,2021-10-06,8,3,Work prove practice on forget avoid develop.
389,Tabitha Webb,0,M,West Alvin,Saint Barthelemy,2701225230331572,52359 Patel Cliff Apt. 732; Nicolehaven; MH 63859,2021-10-01,2023-05-28,Churned,13,High Value,Patriciamouth,Referral,2023-07-31,Yearly,FictionGuide,Books,Fiction,-73,2023-05-10,-2,4,Public personal artist goal improve report lot protect.
1087,Rebecca Brown,3,F,Wrightton,Angola,2460653197343770,39022 Herrera Centers; East Jennifer; MP 43475,2022-04-19,2022-09-23,Churned,15,High Value,Kaylaburgh,Referral,2022-11-03,Yearly,JacketFits,Clothing,Jacket,107,2022-06-21,10,6,Budget describe technology born when new himself.
1200,Christine Juarez,150,M,Ryanton,Mismatched Country,5370760795344563,86628 Foley Canyon Apt. 578; East Cathyville; CA 84103,2022-12-15,2023-02-27,Churned,12,High Value,East Loritown,Organic Search,2023-08-16,Yearly,,Books,Educational,500,2021-07-30,-2,3,Land charge as maintain poor.
557,Paul Brown,150,M,East Christineside,Somalia,2711797431336491,8273 Perez Track Apt. 574; Amybury; DC 09886,2022-03-26,2023-01-28,Churned,14,High Value,Aaronbury,Paid Ads,2023-06-26,Yearly,TastyVegetables,Grocery,Vegetables,949,2021-09-21,-3,4,Something learn face resource put church building PM.
1287,Brandon Mccormick,-4,F,Connietown,Chile,2720758581368022,9516 Katherine Path Apt. 734; North Andrew; OR 51333,2021-09-02,2023-01-11,Churned,7,Frequent Shopper,New Isaac,Organic Search,2023-03-24,Yearly,UltraSpeaker,Electronics,Speaker,-55,2022-09-06,-4,1,Voice pressure science benefit.
839,Jerome Poole,21,M,North Sara,Comoros,5516158338782065,13071 Tamara Pass; Saramouth; WA 02164,2023-06-07,2023-07-28,Active,15,High Value,Adamston,Paid Ads,2023-07-30,Monthly,JacketFits,Clothing,Jacket,-41,2021-07-17,-4,0,Phone important choose project.
460,Laura Chase,150,M,Lawrenceside,Dominica,2264446667219648,809 Erika Extension; Garzatown; WA 24189,2023-02-19,2023-03-01,Churned,8,Frequent Shopper,New Keith,Referral,2023-04-06,Yearly,,Clothing,Shirt,100,2022-11-28,6,3,Responsibility benefit enter.
723,Steven Perez,53,M,Lopezmouth,Gibraltar,5135935764173682,797 Phillips Circle Apt. 334; Samuelfurt; OR 86848,2022-09-21,2023-03-23,Churned,6,Frequent Shopper,West Christopher,Paid Ads,2023-04-16,Yearly,PantsFits,Clothing,Pants,197,2021-05-25,-4,2,Picture wear discover stock establish.
1381,Maria Harris,150,M,North Stacy,Slovakia (Slovak Republic),5111498741420567,54444 Dean Valleys Apt. 466; Rayton; ND 35891,2023-04-26,2023-07-24,Active,12,High Value,South Jasonfurt,Organic Search,2023-08-14,Yearly,FictionTales,Books,Fiction,-43,2021-12-02,9,5,Condition once cold might.
144,Dylan Gibbs,150,M,West Elaine,Poland,2485780734963835,87676 Deborah Estate; Austinside; VT 58591,2022-10-11,2022-12-05,Churned,7,Frequent Shopper,Francisborough,Organic Search,2023-08-23,Yearly,The Art of Educational,Books,Educational,873,2022-04-24,0,-1,Compare interest exist population production child with.
501,Kenneth Hernandez,-1,F,Moranshire,Congo,2273822491073915,10553 Kimberly Spurs; Port Charles; UT 58008,2022-12-03,2023-06-02,Active,2,Occasional Shopper,New Stephaniefort,Paid Ads,2023-06-12,Yearly,ProShirt,Clothing,Shirt,-38,2021-10-21,6,5,Foot grow important us talk while lay hard.
1098,Maria Schultz,150,F,Tracystad,Egypt,2503817744757043,4889 Richards Mountains; Port Jaime; VA 79396,2022-10-21,2022-10-29,Churned,12,High Value,South Joemouth,Organic Search,2023-06-02,Yearly,ProShirt,Clothing,Shirt,337,2020-09-19,0,0,Own Democrat film security easy matter source.
739,Caitlin Lopez,150,F,West Harold,Greenland,2298962026629699,1766 Durham Prairie Apt. 023; North Christina; ME 20524,2023-02-07,2023-07-21,Active,5,Occasional Shopper,North Danielside,Organic Search,2023-08-14,Yearly,FictionGuide,Books,Fiction,52,2021-10-31,4,4,Develop technology measure Democrat beyond born.
